ticker,name,sector,industry,index,sector_etf
SHC,Sotera Health,Health Care,Health Care Services,sp400,XLV
SIGI,Selective Insurance Group,Financials,Property & Casualty Insurance,sp400,XLF
SIRI,SiriusXM,Communication Services,Broadcasting,sp400,XLC
SITM,SiTime,Information Technology,Semiconductors,sp400,XLK
SLAB,Silicon Labs,Information Technology,Semiconductors,sp400,XLK
SLGN,Silgan Holdings,Materials,"Metal, Glass & Plastic Containers",sp400,XLB
SLM,SLM Corp,Financials,Consumer Finance,sp400,XLF
SMG,Scotts Miracle-Gro Company,Materials,Fertilizers & Agricultural Chemicals,sp400,XLB
SMTC,Semtech,Information Technology,Semiconductors,sp400,XLK
SN,SharkNinja,Consumer Discretionary,Household Appliances,sp400,XLY
SNX,TD Synnex,Information Technology,Technology Distributors,sp400,XLK
SOLS,Solstice Advanced Materials,Materials,Specialty Chemicals,sp400,XLB
SON,Sonoco,Materials,Paper & Plastic Packaging Products & Materials,sp400,XLB
SPXC,SPX Technologies,Industrials,Industrial Machinery & Supplies & Components,sp400,XLI
SR,Spire,Utilities,Gas Utilities,sp400,XLU
SSB,South State Bank,Financials,Regional Banks,sp400,XLF
SSD,Simpson Manufacturing,Industrials,Building Products,sp400,XLI
ST,Sensata Technologies,Industrials,Electrical Components & Equipment,sp400,XLI
STAG,STAG Industrial,Real Estate,Industrial REITs,sp400,XLRE
STRL,Sterling Infrastructure,Industrials,Construction & Engineering,sp400,XLI
STWD,Starwood Property Trust,Financials,Mortgage REITs,sp400,XLF
SUI,Sun Communities,Real Estate,Single-Family Residential REITs,sp400,XLRE
SWX,Southwest Gas Corp,Utilities,Gas Utilities,sp400,XLU
SYNA,Synaptics,Information Technology,Semiconductors,sp400,XLK
TCBI,Texas Capital Bancshares,Financials,Regional Banks,sp400,XLF
TEX,Terex,Industrials,Construction Machinery & Heavy Transportation Equipment,sp400,XLI
THC,Tenet Health,Health Care,Health Care Facilities,sp400,XLV
THG,Hanover Insurance,Financials,Property & Casualty Insurance,sp400,XLF
THO,Thor Industries,Consumer Discretionary,Leisure Products,sp400,XLY
TKR,Timken,Industrials,Industrial Machinery & Supplies & Components,sp400,XLI
TLN,Talen Energy,Utilities,Independent Power Producers & Energy Traders,sp400,XLU
TNL,Travel + Leisure Co.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp400,XLY
TOL,Toll Brothers,Consumer Discretionary,Homebuilding,sp400,XLY
TOST,"Toast, Inc.",Financials,Transaction & Payment Processing Services,sp400,XLF
TREX,Trex,Industrials,Building Products,sp400,XLI
TRU,TransUnion,Industrials,Research & Consulting Services,sp400,XLI
TTC,Toro,Industrials,Agricultural & Farm Machinery,sp400,XLI
TTEK,Tetra Tech,Industrials,Construction & Engineering,sp400,XLI
TTMI,TTM Technologies,Information Technology,Electronic Manufacturing Services,sp400,XLK
TWLO,Twilio,Information Technology,Systems Software,sp400,XLK
TXNM,TXNM Energy,Utilities,Electric Utilities,sp400,XLU
TXRH,Texas Roadhouse,Consumer Discretionary,Restaurants,sp400,XLY
UBSI,United Bankshares,Financials,Regional Banks,sp400,XLF
UFPI,UFP Industries,Industrials,Building Products,sp400,XLI
UGI,UGI Corp,Utilities,Gas Utilities,sp400,XLU
ULS,UL Solutions,Industrials,Research & Consulting Services,sp400,XLI
UMBF,UMB Financial Corp.,Financials,Regional Banks,sp400,XLF
UNM,Unum,Financials,Life & Health Insurance,sp400,XLF
USFD,US Foods,Consumer Staples,Food Distributors,sp400,XLP
UTHR,United Therapeutics,Health Care,Biotechnology,sp400,XLV
VAL,Valaris,Energy,Oil & Gas Drilling,sp400,XLE
VC,Visteon,Consumer Discretionary,Automotive Parts & Equipment,sp400,XLY
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp400,XLY
VIAV,Viavi Solutions,Information Technology,Communications Equipment,sp400,XLK
VICR,Vicor Corporation,Industrials,Electrical Components & Equipment,sp400,XLI
VLY,Valley Bank,Financials,Regional Banks,sp400,XLF
VMI,Valmont Industries,Industrials,Industrial Machinery & Supplies & Components,sp400,XLI
VNO,Vornado Realty Trust,Real Estate,Office REITs,sp400,XLRE
VNOM,Viper Energy,Energy,Oil & Gas Storage & Transportation,sp400,XLE
VNT,Vontier,Information Technology,Electronic Equipment & Instruments,sp400,XLK
VOYA,Voya Financial,Financials,Multi-Sector Holdings,sp400,XLF
VVV,Valvoline,Consumer Discretionary,Automotive Retail,sp400,XLY
WAL,Western Alliance Bancorporation,Financials,Regional Banks,sp400,XLF
WCC,WESCO International,Industrials,Trading Companies & Distributors,sp400,XLI
WEX,WEX Inc.,Financials,Transaction & Payment Processing Services,sp400,XLF
WFRD,Weatherford International,Energy,Oil & Gas Equipment & Services,sp400,XLE
WH,Wyndham Hotels & Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp400,XLY
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,sp400,XLY
WING,Wingstop,Consumer Discretionary,Restaurants,sp400,XLY
WLK,Westlake Corporation,Materials,Specialty Chemicals,sp400,XLB
WMG,Warner Music Group,Communication Services,Movies & Entertainment,sp400,XLC
WMS,Advanced Drainage Systems,Industrials,Building Products,sp400,XLI
WPC,W. P. Carey,Real Estate,Diversified REITs,sp400,XLRE
WSO,Watsco,Industrials,Trading Companies & Distributors,sp400,XLI
WTFC,Wintrust Financial,Financials,Regional Banks,sp400,XLF
WTRG,Essential Utilities,Utilities,Water Utilities,sp400,XLU
WTS,Watts Water Technologies,Industrials,Building Products,sp400,XLI
WWD,"Woodward, Inc.",Industrials,Electrical Components & Equipment,sp400,XLI
XPO,"XPO, Inc.",Industrials,Cargo Ground Transportation,sp400,XLI
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,sp400,XLV
YETI,Yeti Holdings,Consumer Discretionary,Leisure Products,sp400,XLY
ZION,Zions Bancorporation,Financials,Regional Banks,sp400,XLF
